Epoch,Model Name,Horizon,Dataset,Use_sam,Training Loss,Validation Loss
11,transformer,52,flu_enhanced,False,0.5945703387260437,0.6964976787567139
12,transformer,52,flu_enhanced,False,0.577091634273529,0.6732087731361389
13,transformer,52,flu_enhanced,False,0.5632616281509399,0.6715055108070374
14,transformer,52,flu_enhanced,False,0.5533753037452698,0.6870037317276001
15,transformer,52,flu_enhanced,False,0.548866331577301,0.6770519614219666
16,transformer,52,flu_enhanced,False,0.5471481084823608,0.6946817636489868
17,transformer,52,flu_enhanced,False,0.5343965291976929,0.7026091814041138
18,transformer,52,flu_enhanced,False,0.5247793197631836,0.6843850016593933
1,transformer,52,flu_enhanced,False,1.64113450050354,1.169137954711914
2,transformer,52,flu_enhanced,False,0.9757892489433289,0.83633953332901
3,transformer,52,flu_enhanced,False,0.8092799186706543,0.7565958499908447
4,transformer,52,flu_enhanced,False,0.7473434805870056,0.7391416430473328
5,transformer,52,flu_enhanced,False,0.7266106605529785,0.7304103374481201
6,transformer,52,flu_enhanced,False,0.6940264701843262,0.6843723654747009
7,transformer,52,flu_enhanced,False,0.6464694738388062,0.6669139266014099
8,transformer,52,flu_enhanced,False,0.6198645830154419,0.6376945972442627
9,transformer,52,flu_enhanced,False,0.6062265038490295,0.6485464572906494
10,transformer,52,flu_enhanced,False,0.5991171598434448,0.6400368213653564
11,transformer,52,flu_enhanced,False,0.5922172665596008,0.6375728249549866
12,transformer,52,flu_enhanced,False,0.5755040049552917,0.6255969405174255
13,transformer,52,flu_enhanced,False,0.5601780414581299,0.6203972697257996
14,transformer,52,flu_enhanced,False,0.5511873364448547,0.6213348507881165
15,transformer,52,flu_enhanced,False,0.5453526377677917,0.6136918067932129
16,transformer,52,flu_enhanced,False,0.5423176288604736,0.6133317947387695
17,transformer,52,flu_enhanced,False,0.5285976529121399,0.6142891645431519
18,transformer,52,flu_enhanced,False,0.5168019533157349,0.6003989577293396
19,transformer,52,flu_enhanced,False,0.5088691711425781,0.614733874797821
20,transformer,52,flu_enhanced,False,0.5045763254165649,0.6118655800819397
21,transformer,52,flu_enhanced,False,0.5036917924880981,0.6153618693351746
22,transformer,52,flu_enhanced,False,0.49622154235839844,0.5921761989593506
23,transformer,52,flu_enhanced,False,0.4873477518558502,0.6160546541213989
24,transformer,52,flu_enhanced,False,0.4810402989387512,0.6021022200584412
25,transformer,52,flu_enhanced,False,0.4774523675441742,0.6024030447006226
26,transformer,52,flu_enhanced,False,0.47821134328842163,0.6128220558166504
27,transformer,52,flu_enhanced,False,0.47354012727737427,0.6071987748146057
1,transformer,52,flu_enhanced,False,1.5816640853881836,1.175533652305603
2,transformer,52,flu_enhanced,False,0.9795397520065308,0.8403928279876709
3,transformer,52,flu_enhanced,False,0.8211128115653992,0.7696214914321899
4,transformer,52,flu_enhanced,False,0.7592588663101196,0.7444669008255005
5,transformer,52,flu_enhanced,False,0.7378852963447571,0.7403901219367981
6,transformer,52,flu_enhanced,False,0.7046743035316467,0.6977040767669678
7,transformer,52,flu_enhanced,False,0.6554277539253235,0.6658146977424622
8,transformer,52,flu_enhanced,False,0.6281971335411072,0.6535276174545288
9,transformer,52,flu_enhanced,False,0.6122264862060547,0.6582931876182556
10,transformer,52,flu_enhanced,False,0.6045211553573608,0.6536944508552551
11,transformer,52,flu_enhanced,False,0.5973244905471802,0.6360172629356384
12,transformer,52,flu_enhanced,False,0.5785802006721497,0.6399199366569519
13,transformer,52,flu_enhanced,False,0.5623480677604675,0.6385562419891357
14,transformer,52,flu_enhanced,False,0.5526053309440613,0.6507554054260254
15,transformer,52,flu_enhanced,False,0.5468746423721313,0.6555161476135254
16,transformer,52,flu_enhanced,False,0.5438416600227356,0.6643075942993164
1,transformer,52,flu_enhanced,False,1.4077770709991455,3.408919334411621
2,transformer,52,flu_enhanced,False,0.7949041128158569,2.7530341148376465
3,transformer,52,flu_enhanced,False,0.6647816300392151,2.6085214614868164
4,transformer,52,flu_enhanced,False,0.6188289523124695,2.580016851425171
5,transformer,52,flu_enhanced,False,0.6026197671890259,2.569939136505127
6,transformer,52,flu_enhanced,False,0.5783787369728088,2.427891492843628
7,transformer,52,flu_enhanced,False,0.5420597195625305,2.356621503829956
8,transformer,52,flu_enhanced,False,0.522457480430603,2.289355754852295
9,transformer,52,flu_enhanced,False,0.5109864473342896,2.2862486839294434
10,transformer,52,flu_enhanced,False,0.5045819282531738,2.2999913692474365
11,transformer,52,flu_enhanced,False,0.5004611015319824,2.2434468269348145
12,transformer,52,flu_enhanced,False,0.48715126514434814,2.165719509124756
13,transformer,52,flu_enhanced,False,0.4759225845336914,2.1812832355499268
14,transformer,52,flu_enhanced,False,0.46900010108947754,2.2218189239501953
15,transformer,52,flu_enhanced,False,0.4644959568977356,2.238159418106079
16,transformer,52,flu_enhanced,False,0.46334004402160645,2.252272129058838
17,transformer,52,flu_enhanced,False,0.45384493470191956,2.29128360748291
