data,model,seq_len,pred_len,lr,mse,mae,val_mse,val_mae,train_mse,train_mae,training_time,rho
flu_enhanced,transformer,156,52,0.001,2.640245199203491,1.0353097915649414,0.6497487425804138,0.544660210609436,0.5469670295715332,0.4826827645301819,22.711159467697144,0.0
flu_enhanced,transformer,156,52,0.001,2.9372575283050537,1.0740317106246948,0.6715055108070374,0.5470603704452515,0.5632616281509399,0.4880391061306,21.255486965179443,0.0
flu_enhanced,transformer,156,52,0.001,3.5547561645507812,1.1780760288238525,0.5921761989593506,0.5171407461166382,0.49622154235839844,0.45506083965301514,31.329948663711548,0.0
