data,model,seq_len,pred_len,lr,mse,mae,val_mse,val_mae,train_mse,train_mae,training_time,rho
flu,transformer,156,52,0.001,9.168895721435547,1.4388939142227173,1.4059834480285645,0.6601014733314514,1.1653496026992798,0.7563226222991943,44.815698862075806,0.4
flu,transformer,156,52,0.001,17.247283935546875,2.2659361362457275,4.61969518661499,1.3043471574783325,1.022554636001587,0.704383373260498,66.37205648422241,0.4
