data,model,seq_len,pred_len,lr,mse,mae,val_mse,val_mae,train_mse,train_mae,training_time,rho
flu,transformer,156,52,0.001,11.752556800842285,2.1448323726654053,1.5923898220062256,0.8063820600509644,0.7309021353721619,0.5385352969169617,14.69212794303894,0.0
flu,transformer,156,52,0.001,18.95376968383789,2.619652271270752,6.751928329467773,1.7670713663101196,0.59062659740448,0.483633816242218,16.53800392150879,0.0
