Epoch,Model Name,Horizon,Dataset,Use_sam,Training Loss,Validation Loss
18,transformer,52,flu_enhanced,True,1.0006030797958374,1.6952921152114868
19,transformer,52,flu_enhanced,True,0.9904809594154358,1.686694622039795
20,transformer,52,flu_enhanced,True,0.9814757108688354,1.6880706548690796
21,transformer,52,flu_enhanced,True,0.9910494089126587,1.6529295444488525
22,transformer,52,flu_enhanced,True,0.9775390625,1.7002367973327637
23,transformer,52,flu_enhanced,True,0.9695106744766235,1.691993236541748
24,transformer,52,flu_enhanced,True,0.9632237553596497,1.692124366760254
25,transformer,52,flu_enhanced,True,0.9556145071983337,1.7002235651016235
26,transformer,52,flu_enhanced,True,0.9610676765441895,1.6952844858169556
1,transformer,52,flu_enhanced,True,2.8108468055725098,2.190779447555542
2,transformer,52,flu_enhanced,True,1.7557040452957153,2.0601043701171875
3,transformer,52,flu_enhanced,True,1.5338069200515747,2.0342376232147217
4,transformer,52,flu_enhanced,True,1.401540756225586,2.0433928966522217
5,transformer,52,flu_enhanced,True,1.3397828340530396,2.035862445831299
6,transformer,52,flu_enhanced,True,1.293576717376709,2.0177524089813232
7,transformer,52,flu_enhanced,True,1.1895151138305664,2.0533688068389893
8,transformer,52,flu_enhanced,True,1.108005404472351,2.0778510570526123
9,transformer,52,flu_enhanced,True,1.0645323991775513,2.101921558380127
10,transformer,52,flu_enhanced,True,1.0409318208694458,2.095064163208008
11,transformer,52,flu_enhanced,True,1.0222417116165161,2.1512224674224854
1,transformer,52,flu_enhanced,True,2.938117742538452,3.324536085128784
2,transformer,52,flu_enhanced,True,2.1171295642852783,3.2341415882110596
3,transformer,52,flu_enhanced,True,1.8002039194107056,3.320767879486084
4,transformer,52,flu_enhanced,True,1.6269558668136597,3.3259053230285645
5,transformer,52,flu_enhanced,True,1.586924433708191,3.3302226066589355
6,transformer,52,flu_enhanced,True,1.4898853302001953,3.3834025859832764
7,transformer,52,flu_enhanced,True,1.322641134262085,3.4844164848327637
1,transformer,52,flu_enhanced,True,2.588679552078247,2.2636590003967285
2,transformer,52,flu_enhanced,True,1.819686770439148,2.170535087585449
3,transformer,52,flu_enhanced,True,1.5775965452194214,2.182036876678467
4,transformer,52,flu_enhanced,True,1.4418494701385498,2.2016189098358154
5,transformer,52,flu_enhanced,True,1.3862507343292236,2.204892158508301
6,transformer,52,flu_enhanced,True,1.3313732147216797,2.2041432857513428
7,transformer,52,flu_enhanced,True,1.213572382926941,2.2769951820373535
1,transformer,52,flu_enhanced,True,2.6111152172088623,2.209009885787964
2,transformer,52,flu_enhanced,True,1.8847839832305908,2.1796727180480957
3,transformer,52,flu_enhanced,True,1.6062825918197632,2.230240821838379
4,transformer,52,flu_enhanced,True,1.4637951850891113,2.228546142578125
5,transformer,52,flu_enhanced,True,1.4156101942062378,2.224513292312622
6,transformer,52,flu_enhanced,True,1.349275827407837,2.244985580444336
7,transformer,52,flu_enhanced,True,1.219645380973816,2.3298792839050293
1,transformer,52,flu_enhanced,True,2.4399242401123047,1.8236737251281738
2,transformer,52,flu_enhanced,True,1.6825518608093262,1.7876904010772705
3,transformer,52,flu_enhanced,True,1.431287169456482,1.7990995645523071
4,transformer,52,flu_enhanced,True,1.2930316925048828,1.7819790840148926
5,transformer,52,flu_enhanced,True,1.2570271492004395,1.7811822891235352
6,transformer,52,flu_enhanced,True,1.2082500457763672,1.8219126462936401
7,transformer,52,flu_enhanced,True,1.1143298149108887,1.8658583164215088
8,transformer,52,flu_enhanced,True,1.0130040645599365,1.8818142414093018
9,transformer,52,flu_enhanced,True,0.9857860803604126,1.9066945314407349
10,transformer,52,flu_enhanced,True,0.9438872337341309,1.9220044612884521
1,transformer,52,flu_enhanced,True,2.5581653118133545,1.9116809368133545
2,transformer,52,flu_enhanced,True,1.6765161752700806,1.8688796758651733
3,transformer,52,flu_enhanced,True,1.442244529724121,1.8649262189865112
4,transformer,52,flu_enhanced,True,1.3137472867965698,1.8548527956008911
5,transformer,52,flu_enhanced,True,1.2470163106918335,1.8483697175979614
6,transformer,52,flu_enhanced,True,1.2012466192245483,1.8565716743469238
7,transformer,52,flu_enhanced,True,1.0918737649917603,1.9024462699890137
8,transformer,52,flu_enhanced,True,1.0286381244659424,1.934613823890686
9,transformer,52,flu_enhanced,True,0.957136332988739,1.95524001121521
10,transformer,52,flu_enhanced,True,0.9391113519668579,1.9555808305740356
1,transformer,52,flu_enhanced,True,2.7310233116149902,2.601463556289673
2,transformer,52,flu_enhanced,True,1.9381227493286133,2.537909507751465
3,transformer,52,flu_enhanced,True,1.7031649351119995,2.559812545776367
4,transformer,52,flu_enhanced,True,1.5470070838928223,2.5805177688598633
5,transformer,52,flu_enhanced,True,1.505813717842102,2.579010009765625
6,transformer,52,flu_enhanced,True,1.4421069622039795,2.607836961746216
7,transformer,52,flu_enhanced,True,1.313685417175293,2.753984212875366
1,transformer,52,flu_enhanced,True,2.9531409740448,2.014444351196289
2,transformer,52,flu_enhanced,True,2.028020143508911,1.872574806213379
3,transformer,52,flu_enhanced,True,1.7620044946670532,1.8178703784942627
4,transformer,52,flu_enhanced,True,1.6317774057388306,1.7798962593078613
5,transformer,52,flu_enhanced,True,1.566465139389038,1.778686285018921
6,transformer,52,flu_enhanced,True,1.4960761070251465,1.7921949625015259
7,transformer,52,flu_enhanced,True,1.347424030303955,1.9189162254333496
8,transformer,52,flu_enhanced,True,1.2616121768951416,1.9870070219039917
9,transformer,52,flu_enhanced,True,1.2025517225265503,2.073885917663574
10,transformer,52,flu_enhanced,True,1.1582947969436646,2.0904829502105713
1,transformer,52,flu_enhanced,True,2.889281749725342,1.9063050746917725
2,transformer,52,flu_enhanced,True,2.0104830265045166,1.8167649507522583
3,transformer,52,flu_enhanced,True,1.7660839557647705,1.7215337753295898
4,transformer,52,flu_enhanced,True,1.625062346458435,1.6931164264678955
5,transformer,52,flu_enhanced,True,1.5627793073654175,1.6877329349517822
6,transformer,52,flu_enhanced,True,1.4833134412765503,1.7101049423217773
7,transformer,52,flu_enhanced,True,1.3373446464538574,1.783987045288086
8,transformer,52,flu_enhanced,True,1.2720750570297241,1.8734914064407349
9,transformer,52,flu_enhanced,True,1.1940617561340332,1.9183974266052246
10,transformer,52,flu_enhanced,True,1.1616511344909668,1.9391820430755615
1,transformer,52,flu_enhanced,True,2.6582746505737305,1.8813155889511108
2,transformer,52,flu_enhanced,True,1.7690961360931396,1.8063509464263916
3,transformer,52,flu_enhanced,True,1.5320719480514526,1.803263545036316
4,transformer,52,flu_enhanced,True,1.3810539245605469,1.7685437202453613
5,transformer,52,flu_enhanced,True,1.3368604183197021,1.764914631843567
6,transformer,52,flu_enhanced,True,1.2647323608398438,1.7557225227355957
7,transformer,52,flu_enhanced,True,1.1522921323776245,1.8123550415039062
8,transformer,52,flu_enhanced,True,1.0642961263656616,1.837676763534546
9,transformer,52,flu_enhanced,True,1.0119074583053589,1.84846830368042
10,transformer,52,flu_enhanced,True,0.9774699211120605,1.8616459369659424
11,transformer,52,flu_enhanced,True,0.9729074239730835,1.9286338090896606
1,transformer,52,flu_enhanced,True,2.5021541118621826,1.5296976566314697
2,transformer,52,flu_enhanced,True,1.7862367630004883,1.4057496786117554
3,transformer,52,flu_enhanced,True,1.525555968284607,1.3087648153305054
4,transformer,52,flu_enhanced,True,1.3931854963302612,1.2621663808822632
5,transformer,52,flu_enhanced,True,1.332594633102417,1.2559025287628174
6,transformer,52,flu_enhanced,True,1.2750535011291504,1.2548563480377197
7,transformer,52,flu_enhanced,True,1.1437097787857056,1.2912793159484863
8,transformer,52,flu_enhanced,True,1.0695420503616333,1.3477052450180054
9,transformer,52,flu_enhanced,True,1.011972427368164,1.378514289855957
10,transformer,52,flu_enhanced,True,0.9764854311943054,1.3906590938568115
11,transformer,52,flu_enhanced,True,0.9613817930221558,1.5670982599258423
1,transformer,52,flu_enhanced,True,2.6750130653381348,1.9489389657974243
2,transformer,52,flu_enhanced,True,1.833613395690918,1.86083984375
3,transformer,52,flu_enhanced,True,1.5633336305618286,1.846879243850708
4,transformer,52,flu_enhanced,True,1.4289602041244507,1.8097264766693115
5,transformer,52,flu_enhanced,True,1.3545646667480469,1.80447518825531
6,transformer,52,flu_enhanced,True,1.2901397943496704,1.7967787981033325
7,transformer,52,flu_enhanced,True,1.1867790222167969,1.797946810722351
8,transformer,52,flu_enhanced,True,1.0960813760757446,1.830198884010315
9,transformer,52,flu_enhanced,True,1.041364073753357,1.8383173942565918
10,transformer,52,flu_enhanced,True,1.0045475959777832,1.8465218544006348
11,transformer,52,flu_enhanced,True,0.9991468191146851,1.9387956857681274
1,transformer,52,flu_enhanced,True,2.98075795173645,2.795886993408203
2,transformer,52,flu_enhanced,True,2.106841802597046,2.6745572090148926
3,transformer,52,flu_enhanced,True,1.8233799934387207,2.748898983001709
4,transformer,52,flu_enhanced,True,1.675843358039856,2.745297431945801
5,transformer,52,flu_enhanced,True,1.6149715185165405,2.7429683208465576
6,transformer,52,flu_enhanced,True,1.5271475315093994,2.787292242050171
7,transformer,52,flu_enhanced,True,1.402890682220459,2.8785269260406494
1,transformer,52,flu_enhanced,True,2.71600341796875,2.021780252456665
2,transformer,52,flu_enhanced,True,1.8477320671081543,1.945297122001648
3,transformer,52,flu_enhanced,True,1.5810950994491577,1.9203824996948242
4,transformer,52,flu_enhanced,True,1.4526021480560303,1.9086929559707642
5,transformer,52,flu_enhanced,True,1.3906195163726807,1.9018415212631226
6,transformer,52,flu_enhanced,True,1.3483269214630127,1.8742847442626953
7,transformer,52,flu_enhanced,True,1.211279273033142,1.9040863513946533
8,transformer,52,flu_enhanced,True,1.1217520236968994,1.9381015300750732
9,transformer,52,flu_enhanced,True,1.0564405918121338,1.9483767747879028
10,transformer,52,flu_enhanced,True,1.0234699249267578,1.95897376537323
11,transformer,52,flu_enhanced,True,1.0082353353500366,2.0447516441345215
1,transformer,52,flu_enhanced,True,2.4361867904663086,2.047161817550659
2,transformer,52,flu_enhanced,True,1.7141921520233154,1.9699095487594604
3,transformer,52,flu_enhanced,True,1.4812287092208862,1.9542534351348877
4,transformer,52,flu_enhanced,True,1.3361432552337646,1.9579310417175293
5,transformer,52,flu_enhanced,True,1.2929819822311401,1.9525254964828491
6,transformer,52,flu_enhanced,True,1.229817509651184,1.9975085258483887
7,transformer,52,flu_enhanced,True,1.1199159622192383,2.0944268703460693
8,transformer,52,flu_enhanced,True,1.0302718877792358,2.175778865814209
9,transformer,52,flu_enhanced,True,0.9914963245391846,2.1928255558013916
10,transformer,52,flu_enhanced,True,0.9537681341171265,2.2126471996307373
1,transformer,52,flu_enhanced,True,2.0854146480560303,1.5495479106903076
2,transformer,52,flu_enhanced,True,1.4400279521942139,1.2968649864196777
3,transformer,52,flu_enhanced,True,1.2836196422576904,1.2033417224884033
4,transformer,52,flu_enhanced,True,1.211023211479187,1.166104793548584
5,transformer,52,flu_enhanced,True,1.1936979293823242,1.1582157611846924
6,transformer,52,flu_enhanced,True,1.1565172672271729,1.0894886255264282
7,transformer,52,flu_enhanced,True,1.098700761795044,1.0469099283218384
8,transformer,52,flu_enhanced,True,1.0679562091827393,1.0312793254852295
9,transformer,52,flu_enhanced,True,1.0531727075576782,1.0201079845428467
10,transformer,52,flu_enhanced,True,1.0433361530303955,1.0158346891403198
11,transformer,52,flu_enhanced,True,1.033441424369812,1.0001778602600098
12,transformer,52,flu_enhanced,True,1.0199475288391113,0.993356466293335
13,transformer,52,flu_enhanced,True,1.0034607648849487,0.978840708732605
14,transformer,52,flu_enhanced,True,0.9894672632217407,0.9759275913238525
15,transformer,52,flu_enhanced,True,0.9972920417785645,0.9767521023750305
16,transformer,52,flu_enhanced,True,0.9897094964981079,0.9666597843170166
17,transformer,52,flu_enhanced,True,0.9837111234664917,0.9681558609008789
18,transformer,52,flu_enhanced,True,0.9713095426559448,0.9618083834648132
19,transformer,52,flu_enhanced,True,0.961125373840332,0.9587230086326599
20,transformer,52,flu_enhanced,True,0.9613605737686157,0.9632529020309448
21,transformer,52,flu_enhanced,True,0.9581584930419922,0.9738442301750183
22,transformer,52,flu_enhanced,True,0.9452413320541382,0.9671211838722229
23,transformer,52,flu_enhanced,True,0.9277553558349609,0.963905930519104
24,transformer,52,flu_enhanced,True,0.9293662309646606,0.9660895466804504
1,transformer,52,flu_enhanced,True,2.056285858154297,1.5580028295516968
2,transformer,52,flu_enhanced,True,1.4370346069335938,1.2965093851089478
3,transformer,52,flu_enhanced,True,1.277003288269043,1.2081104516983032
4,transformer,52,flu_enhanced,True,1.2100976705551147,1.164230227470398
5,transformer,52,flu_enhanced,True,1.1843907833099365,1.1573511362075806
6,transformer,52,flu_enhanced,True,1.148059606552124,1.093401312828064
7,transformer,52,flu_enhanced,True,1.094993233680725,1.0430859327316284
8,transformer,52,flu_enhanced,True,1.0595978498458862,1.0251071453094482
9,transformer,52,flu_enhanced,True,1.0530436038970947,1.0179295539855957
10,transformer,52,flu_enhanced,True,1.037270426750183,1.0133637189865112
11,transformer,52,flu_enhanced,True,1.0357707738876343,1.0107141733169556
12,transformer,52,flu_enhanced,True,1.0176560878753662,0.9898824095726013
13,transformer,52,flu_enhanced,True,1.0001825094223022,0.9700236320495605
14,transformer,52,flu_enhanced,True,0.989626407623291,0.967155933380127
15,transformer,52,flu_enhanced,True,0.9787343144416809,0.9665087461471558
16,transformer,52,flu_enhanced,True,0.989881694316864,0.9735996723175049
17,transformer,52,flu_enhanced,True,0.981427788734436,0.9664964079856873
18,transformer,52,flu_enhanced,True,0.9675825238227844,0.9506651163101196
19,transformer,52,flu_enhanced,True,0.9517954587936401,0.9497844576835632
20,transformer,52,flu_enhanced,True,0.9483258128166199,0.947375476360321
21,transformer,52,flu_enhanced,True,0.9490496516227722,0.9618719220161438
22,transformer,52,flu_enhanced,True,0.9383039474487305,0.9475515484809875
23,transformer,52,flu_enhanced,True,0.934439480304718,0.943037748336792
24,transformer,52,flu_enhanced,True,0.9242181777954102,0.9475892186164856
25,transformer,52,flu_enhanced,True,0.9246112108230591,0.9466685652732849
26,transformer,52,flu_enhanced,True,0.9179950952529907,0.9386898279190063
27,transformer,52,flu_enhanced,True,0.9159834980964661,0.9602879881858826
28,transformer,52,flu_enhanced,True,0.9030320048332214,0.9654985070228577
29,transformer,52,flu_enhanced,True,0.8837590217590332,0.9668327569961548
30,transformer,52,flu_enhanced,True,0.8900094032287598,0.9604907035827637
31,transformer,52,flu_enhanced,True,0.8882970809936523,0.9743145108222961
1,transformer,52,flu_enhanced,True,2.1310348510742188,2.092656135559082
2,transformer,52,flu_enhanced,True,1.6147420406341553,1.7992362976074219
3,transformer,52,flu_enhanced,True,1.4732259511947632,1.699794054031372
4,transformer,52,flu_enhanced,True,1.4023319482803345,1.6567282676696777
5,transformer,52,flu_enhanced,True,1.3737237453460693,1.6454757452011108
6,transformer,52,flu_enhanced,True,1.3419221639633179,1.5544966459274292
7,transformer,52,flu_enhanced,True,1.293177843093872,1.5062017440795898
8,transformer,52,flu_enhanced,True,1.2605373859405518,1.4784239530563354
9,transformer,52,flu_enhanced,True,1.2457574605941772,1.4670543670654297
10,transformer,52,flu_enhanced,True,1.2381603717803955,1.4661266803741455
11,transformer,52,flu_enhanced,True,1.2324625253677368,1.4435228109359741
12,transformer,52,flu_enhanced,True,1.2109901905059814,1.4352247714996338
13,transformer,52,flu_enhanced,True,1.2025411128997803,1.430558204650879
14,transformer,52,flu_enhanced,True,1.196677803993225,1.4121825695037842
15,transformer,52,flu_enhanced,True,1.181930422782898,1.4153411388397217
16,transformer,52,flu_enhanced,True,1.1790134906768799,1.4069359302520752
17,transformer,52,flu_enhanced,True,1.1693994998931885,1.404783844947815
18,transformer,52,flu_enhanced,True,1.1630725860595703,1.4062868356704712
19,transformer,52,flu_enhanced,True,1.1498199701309204,1.3958418369293213
20,transformer,52,flu_enhanced,True,1.1539921760559082,1.3981940746307373
21,transformer,52,flu_enhanced,True,1.137519121170044,1.4006763696670532
22,transformer,52,flu_enhanced,True,1.1338064670562744,1.3828598260879517
23,transformer,52,flu_enhanced,True,1.1247706413269043,1.3906750679016113
24,transformer,52,flu_enhanced,True,1.1126554012298584,1.3861151933670044
25,transformer,52,flu_enhanced,True,1.113242268562317,1.3927292823791504
26,transformer,52,flu_enhanced,True,1.1074540615081787,1.3810324668884277
27,transformer,52,flu_enhanced,True,1.1084058284759521,1.4072078466415405
28,transformer,52,flu_enhanced,True,1.0914686918258667,1.3829622268676758
29,transformer,52,flu_enhanced,True,1.0846048593521118,1.3843674659729004
30,transformer,52,flu_enhanced,True,1.0813655853271484,1.3900725841522217
31,transformer,52,flu_enhanced,True,1.0912439823150635,1.3712704181671143
32,transformer,52,flu_enhanced,True,1.0841586589813232,1.3686587810516357
33,transformer,52,flu_enhanced,True,1.0721856355667114,1.390108585357666
34,transformer,52,flu_enhanced,True,1.0607706308364868,1.3720232248306274
35,transformer,52,flu_enhanced,True,1.0634773969650269,1.3801473379135132
36,transformer,52,flu_enhanced,True,1.0647051334381104,1.3594459295272827
37,transformer,52,flu_enhanced,True,1.0602672100067139,1.3807954788208008
38,transformer,52,flu_enhanced,True,1.047135591506958,1.360851526260376
39,transformer,52,flu_enhanced,True,1.0443332195281982,1.3859010934829712
40,transformer,52,flu_enhanced,True,1.035844087600708,1.3820120096206665
41,transformer,52,flu_enhanced,True,1.0457202196121216,1.4381740093231201
1,transformer,52,flu_enhanced,True,2.0445258617401123,2.1734018325805664
2,transformer,52,flu_enhanced,True,1.4313603639602661,1.867504358291626
3,transformer,52,flu_enhanced,True,1.2710341215133667,1.7632092237472534
4,transformer,52,flu_enhanced,True,1.2030161619186401,1.7195374965667725
5,transformer,52,flu_enhanced,True,1.1810340881347656,1.7050975561141968
6,transformer,52,flu_enhanced,True,1.1492946147918701,1.614014983177185
7,transformer,52,flu_enhanced,True,1.092938780784607,1.585385799407959
8,transformer,52,flu_enhanced,True,1.0731183290481567,1.567317247390747
9,transformer,52,flu_enhanced,True,1.0496419668197632,1.554498314857483
10,transformer,52,flu_enhanced,True,1.0464242696762085,1.5557445287704468
11,transformer,52,flu_enhanced,True,1.0430048704147339,1.548978567123413
12,transformer,52,flu_enhanced,True,1.0275434255599976,1.535048484802246
13,transformer,52,flu_enhanced,True,1.0154945850372314,1.5297857522964478
14,transformer,52,flu_enhanced,True,1.0005666017532349,1.5324958562850952
15,transformer,52,flu_enhanced,True,0.987705409526825,1.5290396213531494
16,transformer,52,flu_enhanced,True,0.9847468137741089,1.5483720302581787
17,transformer,52,flu_enhanced,True,0.9734379649162292,1.5554778575897217
18,transformer,52,flu_enhanced,True,0.9603598713874817,1.5701788663864136
19,transformer,52,flu_enhanced,True,0.9463845491409302,1.5641270875930786
20,transformer,52,flu_enhanced,True,0.9354001879692078,1.5683770179748535
1,transformer,52,flu_enhanced,True,2.083528518676758,1.63262140750885
2,transformer,52,flu_enhanced,True,1.466897964477539,1.4005831480026245
3,transformer,52,flu_enhanced,True,1.3037917613983154,1.2858966588974
4,transformer,52,flu_enhanced,True,1.2256495952606201,1.2482283115386963
5,transformer,52,flu_enhanced,True,1.2023046016693115,1.2339714765548706
6,transformer,52,flu_enhanced,True,1.1587270498275757,1.1452409029006958
7,transformer,52,flu_enhanced,True,1.0997979640960693,1.0998831987380981
8,transformer,52,flu_enhanced,True,1.0676640272140503,1.0738608837127686
9,transformer,52,flu_enhanced,True,1.047908902168274,1.0723018646240234
10,transformer,52,flu_enhanced,True,1.0363473892211914,1.0709108114242554
11,transformer,52,flu_enhanced,True,1.0306226015090942,1.0496904850006104
12,transformer,52,flu_enhanced,True,1.012843370437622,1.042307734489441
13,transformer,52,flu_enhanced,True,1.0022203922271729,1.033769965171814
14,transformer,52,flu_enhanced,True,0.989996075630188,1.0300180912017822
15,transformer,52,flu_enhanced,True,0.980869472026825,1.0278878211975098
16,transformer,52,flu_enhanced,True,0.9786748886108398,1.0241185426712036
17,transformer,52,flu_enhanced,True,0.9639930725097656,1.009060263633728
18,transformer,52,flu_enhanced,True,0.9621602892875671,1.0083973407745361
19,transformer,52,flu_enhanced,True,0.9506348371505737,1.0130245685577393
20,transformer,52,flu_enhanced,True,0.9468914270401001,1.0092883110046387
21,transformer,52,flu_enhanced,True,0.9487869143486023,1.0086007118225098
22,transformer,52,flu_enhanced,True,0.9352346658706665,1.0125784873962402
23,transformer,52,flu_enhanced,True,0.9295452833175659,1.0129352807998657
1,transformer,52,flu_enhanced,True,1.9441654682159424,1.5666210651397705
2,transformer,52,flu_enhanced,True,1.3905224800109863,1.3358066082000732
3,transformer,52,flu_enhanced,True,1.2354599237442017,1.238996982574463
4,transformer,52,flu_enhanced,True,1.1747277975082397,1.2073768377304077
5,transformer,52,flu_enhanced,True,1.1513426303863525,1.1975066661834717
6,transformer,52,flu_enhanced,True,1.1183017492294312,1.1356276273727417
7,transformer,52,flu_enhanced,True,1.0664087533950806,1.089980125427246
8,transformer,52,flu_enhanced,True,1.0326497554779053,1.065460443496704
9,transformer,52,flu_enhanced,True,1.0178816318511963,1.0594313144683838
10,transformer,52,flu_enhanced,True,1.0072790384292603,1.0574465990066528
11,transformer,52,flu_enhanced,True,1.0092713832855225,1.0471431016921997
