YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,total_specimens_combined,PERCENT POSITIVE_x,A (2009 H1N1)_x,A (H1),A (H3)_x,A (Subtyping not Performed)_x,A (Unable to Subtype),B_x,H3N2v_x,A (H5)_x,total_specimens_clinical_labs,TOTAL A,TOTAL B,PERCENT POSITIVE_y,PERCENT A,PERCENT B,total_specimens_public_health,A (2009 H1N1)_y,A (H3)_y,A (Subtyping not Performed)_y,B_y,BVic,BYam,H3N2v_y,A (H5)_y
1997,40,1.10148,1.21686,179,X,157,205,X,29,570,192,46842,1291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1997,41,1.20007,1.28064,199,X,151,242,X,23,615,191,48023,1513.0,0.727032,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1997,42,1.37876,1.23906,228,X,153,266,X,34,681,219,54961,1552.0,1.09536,0.0,0.0,3.0,13.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
1997,43,1.1992,1.14473,188,X,193,236,X,36,653,213,57044,1669.0,0.419413,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1997,44,1.65618,1.26112,217,X,162,280,X,41,700,213,55506,1897.0,0.527148,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1997,45,1.41326,1.28275,178,X,148,281,X,48,655,195,51062,2106.0,0.2849,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1997,46,1.9868,1.44579,294,X,240,328,X,70,932,248,64463,2204.0,0.362976,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
1997,47,2.44749,1.64796,288,X,293,456,X,63,1100,256,66749,2533.0,0.908014,0.0,0.0,5.0,17.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
1997,48,1.73901,1.67517,268,X,206,343,X,69,886,252,52890,2242.0,1.65031,0.0,0.0,14.0,22.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
1997,49,1.93919,1.61739,299,X,282,415,X,102,1098,253,67887,2607.0,1.53433,0.0,0.0,11.0,28.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
1997,50,2.28166,1.76632,346,X,268,388,X,81,1083,242,61314,3086.0,3.17563,0.0,0.0,37.0,59.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,
1997,51,2.50761,2.10398,348,X,235,362,X,59,1004,190,47719,3410.0,7.1261,0.0,0.0,84.0,159.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1997,52,4.11352,3.13655,510,X,404,492,X,113,1519,251,48429,3349.0,12.6008,0.0,0.0,111.0,311.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1997,53,5.62372,3.7185,579,X,584,576,X,207,1946,250,52333,4402.0,17.9464,0.0,1.0,161.0,627.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
1998,1,4.37398,3.59225,639,X,759,810,X,207,2415,254,67228,5294.0,19.3049,0.0,0.0,211.0,808.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,
1998,2,4.19434,3.68922,690,X,654,1121,X,148,2613,255,70828,5501.0,20.9235,0.0,3.0,281.0,863.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,
1998,3,5.42123,4.60396,856,X,679,1440,X,151,3126,245,67898,6196.0,25.6133,0.0,1.0,453.0,1132.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
1998,4,5.66137,4.91007,824,X,817,1600,X,196,3437,245,69999,6730.0,28.0684,0.0,0.0,589.0,1299.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
1998,5,5.97802,4.82687,881,X,769,1471,X,233,3354,239,69486,6288.0,26.7176,0.0,0.0,413.0,1266.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
1998,6,4.7358,3.9459,699,X,671,1101,X,146,2617,234,66322,5867.0,24.3736,0.0,1.0,363.0,1061.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,
1998,7,3.44581,3.1081,457,X,523,849,X,119,1948,223,62675,4904.0,20.1264,0.0,0.0,226.0,757.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,
1998,8,2.47799,2.13953,313,X,330,534,X,112,1289,217,60247,3975.0,14.239,0.0,0.0,93.0,469.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,
1998,9,1.65732,1.43954,241,X,214,308,X,64,827,211,57449,3169.0,9.6876,0.0,0.0,63.0,241.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,
1998,10,1.96952,1.47879,201,X,183,305,X,59,748,208,50582,2658.0,7.5997,0.0,0.0,47.0,149.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,
1998,11,1.58545,1.08556,162,X,123,249,X,51,585,200,53889,2234.0,5.41629,0.0,0.0,30.0,86.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,
1998,12,1.80474,0.997967,156,X,93,196,X,41,486,177,48699,2048.0,4.10156,0.0,0.0,12.0,66.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,
1998,13,1.04624,0.744205,90,X,92,144,X,32,358,182,48105,1683.0,2.79263,0.0,0.0,11.0,29.0,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,
1998,14,1.4004,0.856631,82,X,93,152,X,41,368,170,42959,1532.0,2.21932,0.0,0.0,6.0,22.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,
1998,15,0.79687,0.621737,64,X,73,106,X,19,262,156,42140,1357.0,2.87399,0.0,0.0,0.0,27.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,,,,
1998,16,0.717097,0.670954,82,X,68,100,X,15,265,155,39496,1421.0,1.47783,0.0,0.0,1.0,16.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,
1998,17,1.00238,0.694082,58,X,61,120,X,27,266,148,38324,1236.0,1.2945,0.0,0.0,1.0,9.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,
1998,18,0.908403,0.583457,39,X,64,93,X,13,209,136,35821,1142.0,1.40105,0.0,0.0,3.0,8.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,
1998,19,0.443014,0.57764,79,X,37,61,X,9,186,131,32200,1038.0,0.867052,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,
1998,20,0.638986,0.605216,54,X,40,52,X,19,165,120,27263,938.0,0.959488,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,
1998,21,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,22,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,23,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,24,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,25,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,26,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,27,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,28,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,29,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,30,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,31,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,32,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,33,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,34,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,35,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,36,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,37,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,38,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,39,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,40,1.57733,0.697291,115,X,139,210,X,26,490,304,70272,1407.0,0.142146,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,41,1.3088,0.784777,133,X,174,262,X,36,605,328,77092,1453.0,0.344116,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,42,1.41744,0.902906,217,X,225,287,X,54,783,350,86720,1654.0,0.181378,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,43,1.18272,1.13792,278,X,226,530,X,52,1086,377,95437,1814.0,0.330761,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,
1998,44,2.33432,1.01551,298,X,262,414,X,60,1034,388,101821,2051.0,0.877621,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1998,45,1.81577,1.0009,258,X,292,402,X,70,1022,400,102108,2222.0,0.630063,0.0,0.0,5.0,5.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,
1998,46,2.17975,1.13895,355,X,281,478,X,64,1178,372,103429,2051.0,0.390054,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,
1998,47,2.1124,1.44938,291,X,322,512,X,83,1208,403,83346,1809.0,0.939746,0.0,0.0,5.0,4.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,,
1998,48,2.04854,1.13908,319,X,310,453,X,94,1176,392,103241,2397.0,1.16813,0.0,0.0,11.0,6.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,,,,
1998,49,1.93248,1.16023,353,X,303,461,X,85,1202,399,103600,2432.0,1.85033,0.0,0.0,9.0,15.0,0.0,21.0,0.0,0.0,,,,,,,,,,,,,,,
1998,50,1.90468,1.17127,312,X,320,426,X,83,1141,396,97416,2428.0,1.72982,0.0,1.0,12.0,15.0,0.0,14.0,0.0,0.0,,,,,,,,,,,,,,,
1998,51,2.55983,1.49061,335,X,296,359,X,74,1064,384,71380,2207.0,3.76076,0.0,0.0,21.0,35.0,0.0,27.0,0.0,0.0,,,,,,,,,,,,,,,
1998,52,3.99108,1.84288,418,X,466,377,X,162,1423,382,77216,2706.0,5.91279,0.0,1.0,47.0,81.0,0.0,31.0,0.0,0.0,,,,,,,,,,,,,,,
1999,1,3.08581,1.8239,439,X,659,548,X,134,1780,396,97593,3524.0,9.39274,0.0,0.0,72.0,183.0,0.0,76.0,0.0,0.0,,,,,,,,,,,,,,,
1999,2,4.16383,2.54354,431,X,962,874,X,140,2407,396,94632,3889.0,14.7596,0.0,1.0,151.0,311.0,0.0,111.0,0.0,0.0,,,,,,,,,,,,,,,
1999,3,5.58049,3.61581,801,X,1168,1689,X,206,3864,399,106864,4262.0,20.2956,0.0,1.0,193.0,518.0,0.0,153.0,0.0,0.0,,,,,,,,,,,,,,,
1999,4,5.25328,4.07912,755,X,1419,2185,X,186,4545,397,111421,5210.0,22.0729,0.0,1.0,222.0,658.0,0.0,269.0,0.0,0.0,,,,,,,,,,,,,,,
1999,5,6.74667,5.0776,970,X,1562,2919,X,219,5670,397,111667,6143.0,27.3156,0.0,1.0,351.0,926.0,0.0,400.0,0.0,0.0,,,,,,,,,,,,,,,
1999,6,7.57188,5.04884,1029,X,1591,2911,X,237,5768,379,114244,6574.0,28.2933,0.0,2.0,317.0,1134.0,0.0,407.0,0.0,0.0,,,,,,,,,,,,,,,
1999,7,6.87287,4.69331,822,X,1599,2275,X,224,4920,376,104830,6723.0,25.5094,0.0,9.0,262.0,1065.0,0.0,379.0,0.0,0.0,,,,,,,,,,,,,,,
1999,8,6.35098,4.23423,800,X,1520,1932,X,234,4486,352,105946,6616.0,25.2267,0.0,1.0,250.0,1052.0,0.0,366.0,0.0,0.0,,,,,,,,,,,,,,,
1999,9,5.41099,4.02363,769,X,1357,1543,X,241,3910,359,97176,5933.0,23.3777,0.0,1.0,184.0,868.0,0.0,334.0,0.0,0.0,,,,,,,,,,,,,,,
1999,10,4.55008,2.99348,539,X,1041,1140,X,202,2922,351,97612,4289.0,20.5875,0.0,2.0,137.0,528.0,0.0,216.0,0.0,0.0,,,,,,,,,,,,,,,
1999,11,3.85915,2.37759,458,X,704,778,X,130,2070,339,87063,4014.0,15.6203,0.0,5.0,100.0,346.0,0.0,176.0,0.0,0.0,,,,,,,,,,,,,,,
1999,12,2.99601,2.01715,378,X,548,641,X,129,1696,321,84079,3242.0,14.3122,0.0,1.0,78.0,264.0,0.0,121.0,0.0,0.0,,,,,,,,,,,,,,,
1999,13,1.97814,1.37688,243,X,382,397,X,69,1091,313,79237,2712.0,8.25959,0.0,0.0,42.0,121.0,0.0,61.0,0.0,0.0,,,,,,,,,,,,,,,
1999,14,1.16887,0.88283,127,X,202,265,X,38,632,277,71588,2222.0,7.92079,0.0,1.0,27.0,110.0,0.0,38.0,0.0,0.0,,,,,,,,,,,,,,,
1999,15,1.09302,0.613811,102,X,102,175,X,17,396,268,64515,1721.0,6.44974,0.0,1.0,15.0,75.0,0.0,20.0,0.0,0.0,,,,,,,,,,,,,,,
1999,16,0.633169,0.42177,59,X,66,133,X,13,271,258,64253,1368.0,2.63158,0.0,0.0,11.0,17.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,,
1999,17,0.639561,0.615513,111,X,118,150,X,20,399,255,64824,1108.0,2.52708,0.0,0.0,5.0,20.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,
1999,18,1.55531,0.302287,35,X,50,84,X,11,180,237,59546,982.0,1.73116,0.0,0.0,3.0,10.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,
1999,19,0.80802,0.522623,102,X,88,86,X,16,292,227,55872,801.0,1.1236,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,
1999,20,1.33997,0.529526,100,X,68,100,X,15,283,222,53444,618.0,1.13269,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
1999,21,0,0.0,0,0,0,0,0,0,0,0,0,239.0,2.92887,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,22,0,0.0,0,0,0,0,0,0,0,0,0,97.0,1.03093,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,23,0,0.0,0,0,0,0,0,0,0,0,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,24,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,25,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,26,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,27,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,28,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,29,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,30,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,31,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,32,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,33,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,34,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,35,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,36,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,37,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,38,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,39,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,40,0.831219,0.977255,264,X,228,273,X,26,791,316,80941,1687.0,1.06698,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,41,1.40445,1.06706,292,X,297,351,X,57,997,361,93434,1883.0,1.06213,0.0,0.0,10.0,9.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
1999,42,1.31721,0.942688,346,X,293,371,X,57,1067,386,113187,2097.0,2.2413,0.0,0.0,18.0,26.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,
1999,43,1.38161,1.01621,371,X,289,367,X,62,1089,355,107163,2162.0,2.63645,0.0,0.0,31.0,26.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,44,1.41607,1.19439,438,X,434,607,X,91,1570,449,131448,2454.0,3.91198,0.0,0.0,60.0,34.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,
1999,45,1.48438,1.24149,473,X,461,535,X,101,1570,456,126461,2576.0,5.74534,0.0,0.0,82.0,66.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,46,1.52614,1.28568,443,X,544,622,X,92,1701,459,132304,2862.0,8.07128,0.0,0.0,137.0,94.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,47,1.85336,1.69132,483,X,714,504,X,132,1833,455,108377,2709.0,10.5574,0.0,0.0,131.0,154.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
1999,48,2.32907,1.73731,518,X,994,835,X,137,2484,469,142980,3845.0,13.7061,0.0,0.0,207.0,320.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1999,49,2.70254,2.33715,643,X,1316,1124,X,181,3264,480,139657,4422.0,19.109,0.0,2.0,189.0,653.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
1999,50,3.50454,2.93022,828,X,1676,1405,X,299,4208,475,143607,5597.0,23.3339,0.0,1.0,284.0,1017.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,
1999,51,5.40799,4.41985,1130,X,2189,1399,X,450,5168,472,116927,5575.0,30.9596,0.0,2.0,341.0,1382.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
1999,52,7.04228,5.64698,1339,X,3146,1697,X,664,6846,471,121233,7323.0,29.3732,0.0,3.0,376.0,1768.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,
2000,1,6.76846,5.15025,1314,X,3250,2043,X,665,7272,482,141197,8423.0,24.9674,0.0,2.0,378.0,1722.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
2000,2,5.52808,3.90316,1011,X,2251,1746,X,462,5470,467,140143,7722.0,21.3028,0.0,0.0,464.0,1179.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,
2000,3,3.80508,2.91178,851,X,1357,1334,X,315,3857,450,132462,6242.0,16.7254,0.0,2.0,302.0,737.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,
2000,4,3.41177,2.1567,722,X,962,1048,X,169,2901,433,134511,5482.0,12.6779,0.0,3.0,244.0,443.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,
2000,5,2.4,1.81295,633,X,786,914,X,145,2478,441,136683,4550.0,10.6593,0.0,10.0,153.0,321.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
2000,6,1.8912,1.6166,599,X,646,862,X,116,2223,437,137511,4059.0,10.1503,0.0,7.0,126.0,275.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,
2000,7,1.35503,1.26702,539,X,447,610,X,72,1668,413,131648,3523.0,7.46523,0.0,10.0,69.0,178.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,
2000,8,1.33212,1.14107,452,X,328,481,X,64,1325,382,116119,3142.0,6.36537,0.0,18.0,41.0,132.0,0.0,9.0,0.0,0.0,,,,,,,,,,,,,,,
2000,9,1.49127,1.23509,499,X,360,477,X,49,1385,370,112138,2698.0,3.70645,0.0,9.0,26.0,60.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,
2000,10,1.26826,1.01933,381,X,256,394,X,57,1088,363,106737,2195.0,3.41686,0.0,22.0,18.0,29.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,
2000,11,1.05854,0.926459,342,X,206,342,X,44,934,338,100814,1960.0,2.70408,0.0,19.0,7.0,22.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,
2000,12,0.92201,0.911006,305,X,229,346,X,37,917,326,100658,1879.0,1.75625,0.0,13.0,1.0,16.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,
2000,13,0.892334,0.823722,282,X,206,320,X,29,837,320,101612,1708.0,1.22951,0.0,7.0,3.0,8.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,
2000,14,0.929201,0.725443,186,X,171,286,X,23,666,295,91806,1506.0,1.26162,0.0,6.0,1.0,8.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,
2000,15,0.655592,0.579775,178,X,127,196,X,21,522,289,90035,1294.0,1.70015,0.0,9.0,0.0,8.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,
2000,16,0.607002,0.451177,107,X,96,120,X,24,347,280,76910,1212.0,1.89769,0.0,3.0,5.0,10.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,
2000,17,0.600003,0.438685,112,X,80,141,X,14,347,274,79100,1108.0,1.44404,0.0,3.0,0.0,9.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,
2000,18,0.547247,0.440517,93,X,77,147,X,7,324,257,73550,1061.0,0.942507,0.0,2.0,0.0,2.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,
2000,19,0.476417,0.351667,67,X,77,85,X,10,239,248,67962,947.0,0.211193,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
2000,20,0.445917,0.36646,79,X,64,65,X,11,219,233,59761,865.0,0.231214,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,
2000,21,0,0.0,0,0,0,0,0,0,0,0,0,772.0,0.777202,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,
2000,22,0,0.0,0,0,0,0,0,0,0,0,0,620.0,0.483871,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2000,23,0,0.0,0,0,0,0,0,0,0,0,0,666.0,0.45045,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,
2000,24,0,0.0,0,0,0,0,0,0,0,0,0,680.0,0.147059,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
2000,25,0,0.0,0,0,0,0,0,0,0,0,0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2000,26,0,0.0,0,0,0,0,0,0,0,0,0,551.0,0.181488,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
2000,27,0,0.0,0,0,0,0,0,0,0,0,0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2000,28,0,0.0,0,0,0,0,0,0,0,0,0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2000,29,0,0.0,0,0,0,0,0,0,0,0,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2000,30,0,0.0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2000,31,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2000,32,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2000,33,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2000,34,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2000,35,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
