YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-64,AGE 5-24,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,TOTAL SPECIMENS,TOTAL B,TOTAL A
2013,38,1.0967,1.20108,2175,1887,2683,365,7110,1290,591969,3888,22,102
2013,39,1.24709,1.26179,2393,2148,2963,459,7963,1364,631088,4596,20,168
2013,40,1.15746,1.13249,2974,2478,3769,456,9677,1960,854487,4911,28,166
2013,41,1.27184,1.21121,3276,2686,3925,533,10420,1990,860298,5808,32,197
2013,42,1.31623,1.25682,3483,2795,3880,500,10658,2018,848016,5801,26,159
2013,43,1.37444,1.37097,3930,3108,4484,514,12036,2027,877917,5886,14,194
2013,44,1.46781,1.42956,4045,3284,4642,531,12502,2028,874537,6316,43,250
2013,45,1.5834,1.53588,4434,3464,5062,538,13498,2017,878845,6945,43,357
2013,46,1.60253,1.60267,4643,3706,5000,578,13927,2054,868987,7203,37,481
2013,47,1.72344,1.73267,4835,4171,5579,583,15168,2012,875411,7839,57,660
2013,48,2.11076,2.09858,4937,4086,4313,639,13975,2042,665926,7433,42,856
2013,49,2.1708,2.21374,5549,5927,6579,865,18920,2055,854664,10169,69,1650
2013,50,2.36971,2.41674,5501,6049,7046,802,19398,2054,802651,10837,52,2201
2013,51,3.15997,3.03071,6555,8797,8406,939,24697,2009,814891,14015,67,3888
2013,52,4.59053,4.38724,7814,10373,7485,1316,26988,2007,615148,15748,93,4800
2014,1,4.28195,4.2112,7488,12690,6726,1750,28654,2033,680424,17779,88,5099
2014,2,3.56288,3.46492,6233,12411,7881,1622,28147,2059,812343,18253,91,4966
2014,3,3.36378,3.31698,6007,11240,9517,1606,28370,2049,855297,17480,131,4549
2014,4,3.39659,3.2407,5878,9434,8858,1332,25502,2062,786928,16468,185,3817
2014,5,3.11922,2.88598,5133,8434,8714,1203,23484,2051,813726,14618,175,2815
2014,6,2.83572,2.62172,4729,7520,7711,1125,21085,2051,804244,12995,219,2258
2014,7,2.48484,2.34067,4210,6299,6717,969,18195,2018,777340,11892,227,1724
2014,8,2.2741,2.12059,4250,5990,6121,873,17234,2025,812700,11127,248,1270
2014,9,2.07244,1.91094,3953,5196,5875,890,15914,1978,832786,10252,274,944
2014,10,1.98207,1.9023,3775,4902,5575,792,15044,1944,790831,9441,301,722
2014,11,1.82441,1.76619,3616,4570,5022,816,14024,1904,794024,8922,334,652
2014,12,1.82036,1.85791,3798,4707,5611,810,14926,1922,803374,8216,464,566
2014,13,1.75391,1.82094,3523,4554,5812,772,14661,1887,805133,7905,525,528
2014,14,1.74542,1.83453,3582,4589,5659,807,14637,1866,797863,7531,595,498
2014,15,1.67236,1.75446,3574,4259,5587,786,14206,1845,809707,7179,624,450
2014,16,1.51659,1.51636,3130,3604,4279,710,11723,1810,773101,6648,516,396
2014,17,1.44778,1.40334,2846,3540,3770,658,10814,1771,770592,6317,469,355
2014,18,1.29028,1.2593,2501,2997,3591,559,9648,1746,766139,5865,447,295
2014,19,1.37388,1.32482,2789,2843,3615,528,9775,1714,737834,5436,354,243
2014,20,1.34208,1.27576,2544,2701,3256,532,9033,1660,708049,5315,322,229
2014,21,1.34563,1.29483,2733,2513,3068,483,8797,1570,679395,4833,236,171
2014,22,1.21291,1.2261,2528,2167,2459,504,7658,1554,624582,4757,225,198
2014,23,1.19291,1.14538,2383,2099,2349,398,7229,1461,631143,4310,160,151
2014,24,1.14146,1.0678,2227,1974,2181,401,6783,1461,635233,4140,140,154
2014,25,1.06503,1.07269,2159,1813,2009,388,6369,1392,593740,3877,113,115
2014,26,1.12669,1.01298,2049,1744,1917,328,6038,1411,596063,3434,100,74
2014,27,0.947353,0.994705,1865,1491,1688,308,5352,1388,538049,3144,83,75
2014,28,0.944187,0.880862,1758,1563,1623,351,5295,1394,601116,3057,66,87
2014,29,0.934822,0.858173,1582,1519,1621,361,5083,1376,592305,3188,61,60
2014,30,0.81736,0.805152,1455,1526,1450,334,4765,1372,591814,3127,50,67
2014,31,0.852792,0.818781,1450,1511,1655,326,4942,1378,603580,2939,27,80
2014,32,0.746994,0.783735,1460,1483,1528,273,4744,1382,605307,2973,23,65
2014,33,0.761098,0.848703,1528,1510,1631,311,4980,1369,586778,3270,36,76
2014,34,0.767627,0.834146,1569,1608,1813,315,5305,1371,635980,3339,42,68
2014,35,0.862176,0.905981,1684,1624,2184,307,5799,1353,640080,3973,42,94
2014,36,0.984907,1.04506,1753,1737,2258,302,6050,1352,578913,4227,34,83
2014,37,1.16287,1.16816,2300,2118,3316,396,8130,1401,695966,5324,31,100
2014,38,1.22731,1.27649,2535,2310,3650,393,8888,1405,696282,5681,53,118
2014,39,1.2071,1.29758,2522,2477,3447,428,8874,1407,683887,5905,65,139
2014,40,1.16191,1.20612,2958,2671,3994,527,10150,1937,841540,9567,110,199
2014,41,1.30905,1.32485,3055,2937,4437,548,10977,1960,828544,11036,160,279
2014,42,1.37072,1.41192,3442,3191,4728,580,11941,2000,845727,11729,164,420
2014,43,1.43373,1.42547,3455,3351,4955,531,12292,2008,862314,11385,127,417
2014,44,1.42791,1.43909,3632,3049,5102,530,12313,2053,855608,11531,136,591
2014,45,1.61605,1.61532,4277,3212,5799,565,13853,2058,857601,12918,155,1001
2014,46,1.65976,1.66473,4424,3234,5816,588,14062,1997,844700,13777,147,1270
2014,47,2.05459,2.0058,4740,3970,7322,642,16674,2058,831289,16166,163,2240
2014,48,2.53541,2.62227,5432,4442,6848,880,17602,2067,671251,18504,200,3424
2014,49,2.54253,2.60749,6185,6390,9106,1224,22905,2097,878430,23068,249,5081
2014,50,3.60563,3.4178,7424,7257,13050,1441,29172,2069,853532,29223,315,7876
2014,51,4.90976,4.46555,9270,9591,16418,2103,37382,2016,837119,37114,325,11145
2014,52,5.98221,6.11497,10363,12700,13951,3519,40533,1984,662849,42518,392,13406
2014,53,5.47421,5.30979,9732,13636,9406,4117,36891,1983,694773,41550,409,10965
2015,1,4.21374,4.07898,7160,11686,9589,3048,31483,1958,771835,38508,372,8874
2015,2,4.21022,3.93762,7044,9855,11966,2339,31204,1971,792459,35598,473,8175
2015,3,4.25968,4.15076,7840,9402,13949,2030,33221,1966,800359,34194,548,7435
2015,4,3.97761,3.87899,7118,8429,13159,1915,30621,1955,789407,32003,606,6275
2015,5,3.63443,3.45794,6656,7748,12093,1654,28151,1950,814097,29581,723,4899
2015,6,3.26527,3.06359,6429,6956,10328,1505,25218,1917,823153,26994,869,3328
2015,7,2.93083,2.82646,5537,6137,8164,1271,21109,1907,746836,24293,1010,2360
2015,8,2.54474,2.3599,4823,5826,7280,1249,19178,1934,812660,22294,1127,1712
2015,9,2.47227,2.33472,4639,5610,7116,1076,18441,1912,789858,20420,1352,1337
2015,10,2.35665,2.21286,4710,5308,6748,1067,17833,1907,805881,19845,1656,871
2015,11,2.17008,2.07619,4559,5055,6084,997,16695,1883,804117,18419,1565,644
2015,12,2.04297,2.01267,4418,4770,6003,931,16122,1848,801027,16980,1479,431
2015,13,1.954,1.94192,4174,4289,5623,889,14975,1819,771143,15125,1377,291
2015,14,1.72287,1.74809,3903,4318,4634,878,13733,1820,785602,14743,1272,202
2015,15,1.53694,1.50367,3448,3608,4214,774,12044,1813,800974,13389,969,158
2015,16,1.38283,1.43494,3182,3027,4011,640,10860,1768,756827,11873,683,90
2015,17,1.46265,1.45673,3203,3010,4280,602,11095,1753,761638,10770,544,66
2015,18,1.38934,1.42836,3106,2920,4079,589,10694,1735,748690,9784,494,33
2015,19,1.3468,1.35297,2805,2623,3641,602,9671,1688,714799,9188,340,44
2015,20,1.25452,1.33093,2754,2504,3296,470,9024,1622,678023,8412,267,41
2015,21,1.21636,1.28422,2593,2113,2714,493,7913,1579,616171,7748,184,42
2015,22,1.16734,1.13889,2211,1928,2345,462,6946,1505,609891,6993,152,42
2015,23,1.04654,1.10343,2109,1895,2284,456,6744,1455,611184,6725,129,49
2015,24,0.943661,0.970748,1734,1662,2046,408,5850,1459,602628,6133,78,74
2015,25,0.935046,0.998681,1897,1666,1921,429,5913,1445,592081,5558,46,75
2015,26,0.934726,0.978057,1678,1473,1701,380,5232,1417,534938,5248,33,96
2015,27,0.864118,0.866431,1546,1524,1675,371,5116,1428,590468,5260,36,63
2015,28,0.806535,0.827757,1487,1433,1609,341,4870,1411,588337,5039,37,49
2015,29,0.742747,0.797572,1383,1424,1498,321,4626,1401,580010,4811,21,52
2015,30,0.737859,0.811221,1415,1431,1459,300,4605,1352,567663,4785,9,64
2015,31,0.743224,0.821165,1392,1446,1590,325,4753,1364,578812,4790,18,75
2015,32,0.805251,0.819435,1330,1462,1667,291,4750,1340,579668,4910,14,67
2015,33,0.816943,0.848041,1429,1570,1815,359,5173,1356,609994,5170,16,82
2015,34,0.814518,0.888524,1687,1574,2033,354,5648,1362,635661,5381,20,80
2015,35,0.86067,0.962826,1636,1711,2292,324,5963,1354,619323,6115,29,110
2015,36,0.886704,1.02252,1714,1758,2169,329,5970,1349,583853,6786,38,110
2015,37,1.00845,1.08392,1993,1928,2744,397,7062,1369,651524,7694,47,151
2015,38,1.06625,1.17724,2178,2147,2947,432,7704,1367,654414,8855,46,121
2015,39,1.05995,1.1716,2170,2306,2746,404,7626,1332,650904,9876,59,143
2015,40,1.22559,1.24325,2849,2886,3693,621,10049,1963,808287,13168,54,155
2015,41,1.31066,1.3234,3016,3014,4007,678,10715,1976,809660,14263,64,164
2015,42,1.3711,1.40399,3263,3308,4360,653,11584,1995,825079,14639,65,158
2015,43,1.39171,1.37629,3141,3181,4148,694,11164,1999,811165,14781,66,142
2015,44,1.43712,1.46866,3563,3385,4783,692,12423,2048,845875,16152,82,128
2015,45,1.50165,1.533,3746,3460,4725,745,12676,2028,826877,16441,102,168
2015,46,1.59805,1.60841,3960,3682,5076,766,13484,2023,838344,16708,106,144
2015,47,1.89668,1.90047,3974,3408,4073,703,12158,2000,639738,16391,108,160
2015,48,1.67728,1.73645,4469,4243,5076,829,14617,2040,841777,17751,105,211
2015,49,1.78296,1.81945,4575,4154,5384,873,14986,2020,823657,18191,130,218
2015,50,1.87336,1.96571,5135,4213,5105,943,15396,2000,783227,18833,225,352
2015,51,2.32148,2.42021,5377,4132,4317,1013,14839,1978,613128,18123,209,343
2015,52,2.40991,2.41083,5700,4788,4011,1180,15679,1949,650356,20350,257,467
2016,1,1.94328,1.98859,4775,5228,4494,1157,15654,2004,787192,21627,262,698
2016,2,1.99796,1.98985,4574,4560,5362,1021,15517,2005,779809,20437,354,921
2016,3,2.11829,2.1071,4804,4523,5380,954,15661,2008,743249,20744,468,1190
2016,4,2.25112,2.19256,5088,5166,6882,1007,18143,2026,827482,23359,641,1736
2016,5,2.37116,2.30014,5135,5384,7353,1072,18944,2007,823602,24988,890,2428
2016,6,2.80035,2.67574,5645,6516,8434,1179,21774,2000,813755,28136,1302,3409
2016,7,3.16475,3.02427,5997,7989,9325,1370,24681,1993,816098,31106,1683,4750
2016,8,3.15183,3.11328,6299,8607,10127,1390,26423,1956,848718,35517,2030,6342
2016,9,3.3321,3.32788,6619,8994,11415,1440,28468,1952,855439,38567,2330,7754
2016,10,3.56024,3.5918,6660,10335,11856,1630,30481,1922,848628,41876,2759,9212
2016,11,3.05479,3.09262,5574,8515,9334,1471,24894,1898,804948,38344,2407,6798
2016,12,2.76732,2.78803,5187,6982,8489,1282,21940,1900,786936,33518,2161,5194
2016,13,2.44161,2.52371,4581,6429,7392,1201,19603,1832,776752,30674,2060,3985
2016,14,2.03348,2.12928,3707,5529,6403,1130,16769,1813,787543,26382,1832,2673
2016,15,1.98593,2.05142,3572,5063,6595,1031,16261,1805,792672,23773,1762,2022
2016,16,1.91514,1.98957,3515,4620,6357,945,15437,1774,775895,21676,1736,1542
2016,17,1.69968,1.7858,3157,4221,5557,901,13836,1759,774777,19461,1434,971
2016,18,1.57635,1.60144,2772,3623,4729,746,11870,1742,741210,16505,1037,565
2016,19,1.3935,1.4743,2871,3125,4046,665,10707,1690,726244,15109,822,397
2016,20,1.29941,1.42286,2688,2837,3630,643,9798,1626,688612,13361,613,340
2016,21,1.18379,1.38196,2612,2431,3126,618,8787,1439,635835,12230,492,201
2016,22,1.13723,1.33712,2545,2300,2620,532,7997,1482,598077,10549,299,100
2016,23,1.04118,1.13894,2293,2077,2313,518,7201,1446,632252,9636,244,91
2016,24,0.971814,1.09641,2189,1942,2171,466,6768,1440,617287,8788,116,84
2016,25,0.863306,0.999559,2062,1671,1905,386,6024,1402,602666,7737,113,71
2016,26,0.833797,0.99095,1873,1619,1810,384,5686,1382,573793,6623,70,50
2016,27,0.784516,0.931253,1646,1448,1641,383,5118,1379,549582,6249,49,44
2016,28,0.734327,0.843118,1610,1486,1599,383,5078,1392,602288,6619,47,47
2016,29,0.698845,0.840286,1670,1378,1621,375,5044,1388,600272,6185,40,45
2016,30,0.723099,0.830065,1580,1398,1624,323,4925,1393,593327,6054,39,61
2016,31,0.663501,0.790428,1455,1330,1496,315,4596,1360,581457,6026,25,84
2016,32,0.69276,0.830826,1512,1398,1639,319,4868,1329,585923,6124,46,66
2016,33,0.710029,0.856796,1644,1401,1914,306,5265,1345,614499,6350,32,61
2016,34,0.834232,1.00746,1848,1699,2364,349,6260,1356,621362,6628,35,96
2016,35,0.992621,1.05868,1815,1697,2651,341,6504,1354,614349,7501,52,118
2016,36,1.01605,1.10028,1883,1755,2604,381,6623,1347,601938,8132,66,105
2016,37,1.07169,1.1457,2026,2088,3073,452,7639,1365,666755,9280,78,139
2016,38,1.10163,1.2189,2341,2152,3298,438,8229,1363,675119,10040,83,180
2016,39,1.18841,1.31113,2413,2275,3334,483,8505,1389,648678,11292,99,185
2016,40,1.2019,1.27386,3110,2942,4169,643,10864,1946,852842,14278,100,216
2016,41,1.23108,1.29342,3207,3034,4078,678,10997,1973,850228,15023,99,200
2016,42,1.26796,1.33097,3564,3215,4452,695,11926,1983,896035,16250,116,263
2016,43,1.36298,1.42662,3786,3393,4769,700,12648,2006,886570,16480,100,287
2016,44,1.48535,1.57071,4314,3474,5287,715,13790,1999,877947,17948,138,338
2016,45,1.55954,1.65146,4703,3604,5193,758,14258,1990,863356,19086,133,432
2016,46,1.64783,1.73309,4979,3742,5610,829,15160,2000,874739,20411,165,547
2016,47,1.91275,2.03388,5032,3742,4567,867,14208,2011,698566,19618,186,634
2016,48,1.81725,1.88331,5209,4685,5655,1056,16605,2001,881694,23255,223,874
2016,49,1.91433,2.00292,5501,4601,5812,1047,16961,2013,846813,22444,210,1192
2016,50,2.21003,2.27731,5744,4976,6724,1019,18463,2000,810736,25720,271,2136
2016,51,2.73568,2.91465,6653,6022,7469,1421,21565,1977,739882,29439,423,3619
2016,52,3.36832,3.54919,7712,7899,7144,2145,24900,1928,701569,36560,497,6009
2017,1,3.09689,3.08102,6716,8446,6786,2230,24178,2024,784740,38960,512,6421
2017,2,3.07346,3.01875,6020,7952,8843,2082,24897,1997,824746,39546,626,7224
2017,3,3.51643,3.40446,6399,8305,12147,1930,28781,2029,845391,41010,854,8396
2017,4,3.8027,3.52869,6958,8411,14073,1823,31265,2021,886023,42620,1021,8761
2017,5,4.50313,4.10665,7452,9490,17482,2093,36517,2024,889216,46521,1425,10456
2017,6,5.06308,4.7551,8110,11984,20150,2646,42890,2027,901978,53516,2303,12771
2017,7,4.86009,4.65163,7726,11980,18692,2637,41035,1967,882163,54691,3108,12248
2017,8,4.57916,4.57049,7649,12367,17300,2808,40124,1987,877892,52446,3557,11226
2017,9,3.55674,3.45522,6129,9479,12394,2181,30183,1995,873547,44426,2998,7164
2017,10,3.50417,3.29505,5854,8736,11552,1918,28060,1971,851580,42112,3419,5953
2017,11,3.21511,3.16426,5503,8117,10084,1780,25484,1958,805370,39836,3876,4743
2017,12,3.10088,3.14433,5514,8499,11503,1838,27354,1940,869946,38400,4555,4099
2017,13,2.79056,2.87936,5145,7424,10149,1624,24342,1899,845397,35530,4595,3030
2017,14,2.38547,2.36977,4488,5678,8178,1333,19677,1906,830332,31021,3686,1838
2017,15,1.9703,1.93853,3909,4621,5847,1171,15548,1861,802052,26720,2813,1129
2017,16,1.73442,1.64064,3306,4024,4683,993,13006,1845,792740,23640,1960,724
2017,17,1.56303,1.4752,2997,3502,4497,928,11924,1846,808298,20099,1227,468
2017,18,1.4128,1.37755,2890,3050,4105,717,10762,1795,781240,17267,911,342
2017,19,1.27492,1.33771,2751,2899,3831,721,10202,1767,762648,16191,775,334
2017,20,1.2834,1.34686,2685,2897,3518,709,9809,1746,728288,15080,659,285
2017,21,1.16663,1.26579,2341,2516,3060,647,8564,1614,676574,13461,507,227
2017,22,1.10977,1.25701,2311,2287,2575,583,7756,1569,617021,12194,442,211
2017,23,1.04333,1.16048,2412,2130,2377,591,7510,1493,647145,11119,329,174
2017,24,0.905151,1.04834,2049,1941,2099,547,6636,1470,633003,9966,227,183
2017,25,0.902718,0.992711,1930,1841,1971,498,6240,1469,628582,8843,167,152
2017,26,0.859531,0.961603,1771,1610,1748,467,5596,1422,581945,7859,128,139
2017,27,0.818998,0.955818,1728,1616,1564,418,5326,1456,557219,7366,97,114
2017,28,0.752505,0.827597,1545,1466,1578,372,4961,1405,599446,7741,93,129
2017,29,0.731146,0.811886,1549,1358,1421,419,4747,1384,584688,7532,61,130
2017,30,0.733295,0.818527,1576,1412,1515,376,4879,1377,596071,7122,75,114
2017,31,0.73102,0.829758,1529,1452,1485,433,4899,1390,590413,7110,46,150
2017,32,0.68834,0.828503,1559,1485,1481,390,4915,1386,593239,7266,82,126
2017,33,0.732049,0.885896,1603,1524,1691,412,5230,1350,590363,7949,50,102
2017,34,0.911188,1.05351,1964,1729,2549,411,6653,1379,631507,8570,57,142
2017,35,1.02105,1.11768,2076,1828,2726,503,7133,1370,638196,9890,69,203
2017,36,1.09495,1.14028,2073,1956,2488,555,7072,1384,620201,10850,84,247
2017,37,1.09475,1.13326,2372,2362,2942,628,8304,1485,732755,12321,105,265
2017,38,1.09775,1.17589,2544,2289,3075,655,8563,1484,728214,13529,104,260
2017,39,1.18882,1.23848,2840,2398,3201,640,9079,1468,733077,14583,90,309
2017,40,1.26682,1.28278,3844,3558,4553,875,12830,2205,1000168,16573,133,370
2017,41,1.30662,1.33419,4120,3749,4453,947,13269,2233,994535,17636,121,413
2017,42,1.34866,1.41293,4409,3943,4993,974,14319,2254,1013427,19061,124,465
2017,43,1.51871,1.57884,5003,4245,5529,1049,15826,2251,1002381,19864,170,570
2017,44,1.74793,1.70723,5219,4654,6133,1062,17068,2213,999750,21606,275,791
2017,45,1.87047,1.86372,6108,5132,6625,1129,18994,2278,1019146,23440,289,1034
2017,46,2.06674,2.09726,6805,5978,7478,1354,21615,2281,1030631,25670,417,1402
2017,47,2.28188,2.34372,6945,5551,5876,1445,19817,2264,845535,25441,428,1869
2017,48,2.28528,2.24895,7008,7441,7476,1830,23755,2274,1056270,29582,572,2412
2017,49,2.5848,2.49852,7230,7388,8491,1870,24979,2263,999753,33552,977,3610
2017,50,3.36711,3.20443,8297,9626,11277,2333,31533,2255,984043,38752,1093,6223
2017,51,4.71836,4.4305,10464,14414,14164,3622,42664,2204,962961,52824,2073,11987
2017,52,5.72036,5.46448,11301,17096,11509,5080,44986,2122,823244,60942,2599,15294
2018,1,5.77543,5.37416,9426,20238,11748,5870,47282,2235,879802,67726,3208,16672
2018,2,5.9083,5.54335,10082,23191,17403,6246,56922,2251,1026852,75195,3985,18948
2018,3,6.49095,6.34203,12004,23509,21873,5551,62937,2277,992379,75417,4677,17965
2018,4,7.17799,7.04897,13432,27274,30671,6091,77468,2279,1098998,87245,6357,19961
2018,5,7.52851,7.79783,14854,28024,37252,5965,86095,2265,1104089,88743,8116,18270
2018,6,7.38424,7.78892,15192,28126,38457,5871,87646,2290,1125265,87883,9231,16732
2018,7,6.46068,6.83583,13340,25233,31984,5430,75987,2215,1111598,80481,9507,13401
2018,8,4.95341,5.17354,10142,18236,20394,4189,52961,2259,1023689,64580,7652,8575
2018,9,3.67274,3.55184,7190,12526,13370,2846,35932,2194,1011645,52069,5550,5251
2018,10,3.2037,3.01348,6357,9622,10841,2289,29109,2203,965961,44035,4440,3477
2018,11,2.78869,2.73862,5590,8738,9479,2121,25928,2188,946753,39323,4170,2839
2018,12,2.50234,2.48438,5212,7969,8635,1969,23785,2168,957380,35690,3751,2387
2018,13,2.41065,2.36593,4722,7015,7216,1743,20696,2131,874750,32633,3551,2068
2018,14,2.07542,2.03306,4550,6610,6211,1696,19067,2117,937849,29245,2868,1422
2018,15,1.78234,1.8062,4148,5567,5508,1449,16672,2076,923041,26533,2308,1106
2018,16,1.61608,1.58958,3859,4648,5269,1116,14892,2103,936850,22657,1723,732
2018,17,1.53992,1.54077,3725,4403,5343,1101,14572,2079,945759,20356,1293,582
2018,18,1.53115,1.45326,3656,3815,4810,992,13273,2005,913326,17926,898,419
2018,19,1.29599,1.28242,3443,3140,4132,902,11617,1922,905868,15577,549,227
2018,20,1.18904,1.2243,3359,3143,3766,799,11067,1966,903948,13477,279,202
2018,21,1.24941,1.23385,3384,2967,3429,866,10646,1883,862825,12143,195,143
2018,22,1.14134,1.22391,3222,2670,2982,734,9608,1789,785022,11054,104,89
2018,23,0.988567,1.04866,2845,2638,2551,654,8688,1783,828488,9989,95,83
2018,24,0.895433,0.979381,2375,2295,2242,658,7570,1738,772937,9212,78,60
2018,25,0.892227,0.94819,2313,2284,2161,616,7374,1759,777692,8715,47,54
2018,26,0.877636,0.867741,2201,2199,1906,626,6932,1720,798856,7920,30,65
2018,27,0.77502,0.822957,2000,1838,1862,549,6249,1764,759335,7010,32,58
2018,28,0.725956,0.772384,1945,2070,1900,587,6502,1769,841809,7162,19,68
2018,29,0.68266,0.707466,1741,1856,1720,469,5786,1732,817849,7009,24,77
2018,30,0.640527,0.686508,1665,1725,1643,463,5496,1728,800573,6976,21,64
2018,31,0.64106,0.68859,1620,1771,1772,454,5617,1708,815725,6477,18,63
2018,32,0.706465,0.736093,1727,1875,1786,476,5864,1670,796639,6954,25,62
2018,33,0.708668,0.806323,1989,1903,2172,478,6542,1705,811337,7246,21,56
2018,34,0.825743,0.954211,2237,2090,2467,515,7309,1601,765973,8042,29,120
2018,35,0.864409,0.962249,2447,2292,2836,542,8117,1661,843545,8970,35,114
2018,36,1.10114,1.14153,2817,2752,3346,621,9536,1693,835370,10137,54,153
2018,37,1.15244,1.14726,2774,2941,3659,689,10063,1689,877135,12476,54,198
2018,38,1.20257,1.31197,3242,3269,3950,729,11190,1666,852916,13717,71,199
2018,39,1.25033,1.37701,3471,3389,4185,669,11714,1694,850685,15324,55,202
2018,40,1.41846,1.42429,4857,5392,6300,1290,17839,2565,1252483,17329,89,266
2018,41,1.40418,1.48151,5307,5683,6250,1321,18561,2609,1252846,18953,96,294
2018,42,1.47401,1.59449,5582,6151,6799,1398,19930,2586,1249933,21331,108,399
2018,43,1.64257,1.72683,6242,6452,7478,1444,21616,2646,1251776,22570,117,454
2018,44,1.79275,1.84522,6864,6555,8285,1450,23154,2633,1254812,23743,109,500
2018,45,1.87043,1.93069,7504,6671,8448,1450,24073,2645,1246860,24902,114,705
2018,46,1.98387,2.09114,7805,7012,8050,1480,24347,2631,1164292,25945,111,869
2018,47,2.24169,2.41082,8598,7122,7193,1699,24612,2586,1020898,25901,84,1176
2018,48,2.14883,2.25019,8885,9332,8787,2076,29080,2640,1292335,30032,120,1404
2018,49,2.25531,2.30458,8803,8423,9269,1861,28356,2633,1230419,30806,169,2125
2018,50,2.64571,2.73758,10150,9595,11373,1980,33098,2622,1209022,35352,210,4103
2018,51,3.14075,3.24643,11507,11439,12811,2479,38236,2571,1177786,41097,229,6731
2018,52,3.97127,4.19267,13586,14769,12026,3523,43904,2545,1047161,45945,279,8479
2019,1,3.46125,3.63499,11675,16602,9557,4260,42094,2609,1158023,47354,184,6892
2019,2,3.07707,3.14077,9344,15221,10744,3443,38752,2629,1233836,44893,254,6838
2019,3,3.32915,3.36551,9668,14250,14248,2943,41109,2633,1221478,45371,229,8635
2019,4,3.81999,3.89305,10728,15607,16925,2853,46113,2614,1184495,47747,294,10502
2019,5,4.3419,4.5253,11606,18142,22188,3251,55187,2639,1219521,52806,346,13235
2019,6,4.88288,5.21525,13828,21842,29688,4084,69442,2644,1331519,58925,476,16307
2019,7,5.04211,5.43173,14224,22257,29223,4274,69978,2628,1288318,58042,585,16425
2019,8,4.88596,5.2776,13612,21799,26456,4478,66345,2623,1257106,58848,575,16769
2019,9,4.5499,4.59585,11622,19532,23450,4131,58735,2634,1278001,58209,523,16679
2019,10,4.38001,4.40341,11146,18414,21736,4052,55348,2614,1256934,58090,564,16390
2019,11,4.2288,4.13279,10975,17917,20065,4176,53133,2622,1285646,57885,707,16301
2019,12,3.68449,3.56166,9559,14915,16537,3775,44786,2596,1257449,52587,767,12510
2019,13,3.08744,3.05634,8621,12432,13608,3183,37844,2587,1238213,45852,794,9284
2019,14,2.69971,2.68251,7591,10757,11757,2800,32905,2597,1226648,39381,783,6136
2019,15,2.28549,2.26747,6739,8759,9988,2317,27803,2542,1226170,33865,722,4097
2019,16,2.01443,1.96931,6319,7035,7894,1874,23122,2517,1174114,29493,612,2384
2019,17,1.7141,1.72372,5689,6542,6617,1735,20583,2490,1194101,25962,533,1341
2019,18,1.56927,1.57693,5362,5746,6203,1537,18848,2459,1195232,21210,402,863
2019,19,1.49991,1.46086,4785,5051,5903,1357,17096,2415,1170273,18582,349,557
2019,20,1.50211,1.50759,4614,4891,5488,1356,16349,2302,1084443,17801,327,461
2019,21,1.42357,1.40452,4597,4556,5227,1367,15747,2205,1121166,16227,293,376
2019,22,1.39457,1.40617,4437,4373,4659,1301,14770,2179,1050372,14942,287,294
2019,23,1.21776,1.23921,3930,4188,4110,1205,13433,2235,1083994,13119,260,227
2019,24,1.11351,1.10622,3350,3613,3607,1048,11618,2139,1050239,11838,162,214
2019,25,0.992293,1.01351,3046,3422,3282,928,10678,2141,1053569,10857,112,182
2019,26,0.947072,0.959926,2940,3081,3106,859,9986,2063,1040288,9519,116,164
2019,27,0.876088,0.873735,2433,2672,2676,768,8549,2111,978443,9215,103,202
2019,28,0.809956,0.795831,2344,2681,2660,737,8422,2090,1058265,9476,93,155
2019,29,0.755431,0.768849,2219,2618,2570,704,8111,2132,1054954,8662,91,176
2019,30,0.73346,0.748185,2128,2561,2451,615,7755,2117,1036508,8247,99,154
2019,31,0.72729,0.758451,2348,2487,2436,603,7874,2128,1038168,8217,98,150
2019,32,0.754637,0.77011,2089,2807,2384,758,8038,2146,1043747,8375,104,119
2019,33,0.730938,0.834825,2630,2835,2828,694,8987,2178,1076513,8654,133,135
2019,34,0.840615,0.942052,2907,2972,3501,716,10096,2147,1071703,9248,150,152
2019,35,0.989217,1.07895,3394,3433,4220,770,11817,2169,1095230,10877,256,194
2019,36,1.14059,1.20634,3801,3954,4535,868,13158,2189,1090741,12269,261,215
2019,37,1.23272,1.2757,3905,4468,5499,959,14831,2221,1162580,13961,228,247
2019,38,1.24529,1.39156,4463,4816,5673,1025,15977,2198,1148137,15825,304,258
2019,39,1.33771,1.49698,4970,5240,6104,1100,17414,2180,1163278,18147,379,249
2019,40,1.49064,1.50415,6218,6591,7658,1448,21915,2896,1456967,20838,188,239
2019,41,1.59269,1.59823,6550,7162,7638,1603,22953,2924,1436150,23214,260,265
2019,42,1.72517,1.73838,7273,7658,8277,1649,24857,2950,1429897,24387,280,314
2019,43,1.83428,1.8605,7892,8385,9349,1793,27419,2980,1473740,26124,475,380
2019,44,2.04049,2.01425,8658,8422,10068,1762,28910,2989,1435277,27014,720,417
2019,45,2.39351,2.36364,10557,9635,12551,1843,34586,3007,1463253,31189,1393,815
